0026|dummy|वाराइ हा बहुत ती बढ़िया अच्छा क्या क्या करते हैं ? मुझे ये भी जानना है। पहले में तोड़ासा आप के वारे में जालू ना फिर वो बाचिट करना शूरू करेंगे। आप लोग क्या क्या कर रहे हैं ?
0027|dummy|engineer ok c a enter c a।
0028|dummy|Student Job।
0029|dummy|दूम मचा रहे हैं। वाह।
0030|dummy|See final list economics teacher wow that's great।
0031|dummy|अद्वोकेट बिसनस।
0032|dummy|अच्छाइ।
0033|dummy|commerce specialist।
0034|dummy|CMA FINAL CPA US क्या बात है बादिया बहुत भी बढ़िया।
0035|dummy|बहुत बेड़ी फौरेक्स ट्रेडर बड़े बड़े लोग आए हैं बाई बड़े बड़े प्रेसिदंट अच्छा।
0036|dummy|सुबे सुबे, सुबे सुबे, प्रेसिद्रेंट चलीए।
0037|dummy|बहुद बढ़ी अबहुद बढ़ी वर्किन्ग प्रॉफेश्टनल और उस CPA वेरी गूड।
0038|dummy|जोब इन बैंकिंग क्रेडिट।
0039|dummy|अगे चली।
0040|dummy|चल्ये जी चल्ये वीडियो कौलिटी प्रोपर हो जाएगी बिलकुल चिन्ता मद कीजी एक बार हम लोक खाम करते है चोटा सा आप लोगों के साथ अपनी जो प्रेसेन्टेशन बनाए हैं वो शेर कर कर देखते हैं कि वो अपने पर लिए आप प्रेसेन्टेशन पर लिए आ�।
0041|dummy|इस प्रेजिबाल प्लीज एक बा कणफरम कीजी हैं। मेरी टीम एक बा कणफरम करेगी एक बार जल्डिसे चैट में कणफरम करो। मेरी प्रेजिन्टेशन यो आपको दिख रही हैं क्या।
0042|dummy|Come on, yes it is visible. Yes it is visible. बहुदी बढ़िया बहुदी बढ़िया. तो आज हम जिस मुद्धे के लिए यहाँ पे इकत्रित हूए हैं. अब वो मुद्धा हम लोक शुरू गरते हैं.
0043|dummy|आप लोगो से बात करने वाला हूँ personal finance and wealth creation के वारे में जो लोगों मुझे नहीं जानते हैं अभी थोड़े दियर दीजे मैं आप लोगो को अपने बारे में भी बताउगा आई ये चलते हैं और देखते हैं कि क्या क्या हमारे पाइव?
0044|dummy|और वास आज सीखने के लिए पढ़ने के लिए और आगे बढ़ने के लिए दिक्ये इस वॉक्षॉप का सिमपल सा अवजेक्टिव हैं।
0045|dummy|wealth create करेंगे लेकिन simplest possible way से अपने personal finances को manage करेंगे लेकिन simplest possible way से जो है वो manage करने वाले हैं।
0046|dummy|तो आप लोगों ने बिलकुल भी तेंचन नहीं लेनी हैं. अगर तेंचन लेके वेल्थ करीट करी, तो मुझे लगता है भाई शारी वेल्थ करीट करीट. तो यह अवजेक्तिव है. आप से कुछ-कुछ में ग्रांट रूल भी सेट करेंगे.
0047|dummy|आपकी चैट को भी में यहाँपे लिआता हूँ आपकी चैट को भी में देखता रहूँगा साथमें तीके जी।
0048|dummy|एक पार्टिसिपेंट आज असकिंग कि आप पर लिए पराज़ा रहे हैं।
0049|dummy|व� A circle information।
0050|dummy|बहुत बढ़िया। दूस्टी बात, मैं क्लास में कभी-कभी न, स्टूड़ेंट बुला दूँ, बच्छों बुला दूँ, तो अफेंड मत हो जाना, मुझे पता है, अपने से कहीं लोग होंगे जो मुझ्च से भी बढ़े होंगे। चलो इसी बात पे एक बात सब अपनी �।
0051|dummy|हाँ देखिये।
0052|dummy|बहुदी बढ़िया बहुदी बढ़िया बहुदी बढ़िया।
0053|dummy|ये 168 येजिसन लिखा लिखा ना।
0054|dummy|पाप चढ़ेगा उसे 168 येट येर्स इक्सो दस थीक हैं ओके।
0055|dummy|तो आपकी एज जो है मुझे पता चल गई है तो इसलें मैं बूल रहूं कि अपको प्रवाज बोल दूँ कभी मैं अपको बच्चा बोल दूँ तो आइ होप आप लोग इस पे भी अफेंड नहीं होगे तीके 55।
0056|dummy|ताइज वाले लोग जो हैं इस वेबिनार को अटेन्ड करने आये हैं और अपने अपरोक्सिमेटली 20 एज रहे हैं तो आप लोग बिल्कुल भी अफेंड नहीं होंगे ये मुझे आप से कमिटमेंट चाहिए अगर नहीं अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�।
0057|dummy|प्च्यों बोल दूंगूं प्च्यों बोल दूंगूं। अकांशा कह रही हैं सर हम नहीं बताइंगे अपनी एज क्योकि हम और वूमें नेवर शेर दा एज नमबर अच्छा चल्ये कोई बात नहीं।
0058|dummy|तो दो प्रोमेस मैंने आप से ले लिए हैं दो प्रोमेस कौन-कौन से लिए हैं नम्बर वं के भाई आप लोक अफेंड नहीं होंगे तोड़े बहुत अगर मैं जोजो कौग क्राग करूगा और पीजे बे भी हस दोगे नम्बर टू के आप लोगे।
0059|dummy|अगर मैं पाक पाइव प्रश्ट्र तो अपने पाइव पर लो तो आप पर लो थुएं। तीजर हुँ मैं प्रफेशन से अबिए आपको आपको अपने लिए पाइव प्रश्ट्र करते है।
0060|dummy|पढ़ज़ज़गागा खैर हम कुछ भी बात करने शुरू करें हम कुछ भी बात करने शुरू करें उस ते पहले मुझे सबसे इंपार्टेंट बात चीत करने हैं आप से माइंट सेट पे तिकह एक कौपी पेंट तो रखे लिजे साथ में कौपी पेंट पेंट पेंट पें�।
0061|dummy|जल्दी से पेन जल्दी से रक लिए अपने सात में, जल्दी से कौपी पेन उठाइए रकीए, एक छोड़ी से आक्टिवीटी चोड़ा सा आप लोगों के साथ मुझे आक्टिवीटी करने हैं। आइट। मैं आपको दिखाना चाता हूं के जो विवाल पर पर परिवाल पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर �।
0062|dummy|आप देखीए कि आप इसमें से किस किस पे खरे उतर रहे हैं। टीम एक बाग कणफरम करो अनृतेशन्स दिख रहे हैं। जो मैं स्क्रीन पे अनृतेट कर रहा हूं पैन से वो दिख रहा हैं यह नहीं दिख रहा हैं। बहुत बढ़े लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर ल।
0063|dummy|अब ज़रा इस वेल्दी माइन सेट के कुछ करेक्टरिस्टिक्ष में आप लिखे हैं आपके लिए मैं चाहता हूँ आप दो मिन्ट के लिए इसको देखें सोचें कि आप इसमें से किस-किस पे खरे उदरते हैं।
0064|dummy|वेल्दी होना इस मनी जस्ट अपार्ट लेकिन पहले आपको मांट सेट जो बनाना पड़ेगा। मुझे बताईए आप में से इसके आप इक बार लिखीए और मुझे बताईए कौन-कौन से मांट सेट जो बार लिखीए।
0065|dummy|प्रोएक्टिविटी प्रोएक्टिविटी बोले तो प्रोएक्टिव हो ना।
0066|dummy|Continuous Learning जैसा मैं हमेशा बोलता हूं, सीखना शुरू तो जीतना शुरू, Calculated Risk Taking।
0067|dummy|सब रिसक तो हम बहुत लेते हैं।
0068|dummy|सूबै से शाम tweaks cargo आपने design को लैए करते miasmata a hype stock market device Naomi size birds kara we risky more logarithm why we w।
0069|dummy|पासिदिद तिंकिंग, गोल अरिंटेशन, स्टांग, वर्क, अतिक औंग, कमिट्मेंट, लाइक विराट कोली।
0070|dummy|आण पाराचिल लिटरेसी।
0071|dummy|पाने चल लिटरसी।
0072|dummy|ये क्या होता है फानेच्टल इतरेसी? अच्छा!
0073|dummy|प्रशान बोल रहे है कि आइम फौरेक्स ट्रेजर आइम फौरेक्स ट्रेजर यह इस यहीजी फौर देम तु टेक क्लाइक्लेटे रिस्क क्या बात है बहुत बढ़िया आईइन अच्छा इसमें से कोई ऐसी क्वालिटी जो आपके नदर नहीं है।
0074|dummy|देखते हैं किन्नी आउनेस्ली आप लोग बदा सकते हैं। इसमेंसे कोई ऐसी क्वालिटी जो आपके अंदर नहीं हैं, मुझे बताइए जल्डी से।
0075|dummy|इनोवेशन अखेँ।
0076|dummy|Long term thinking okay।
0077|dummy|ये वैसे बहुत लोगो के नदर मिस्सिंग होगी। आयूश, वेरी गूट आपने बिल्कुल आखे खुल के जो बदाया।
0078|dummy|घि聯 Suggu night हमाये में परने काइ। जाए сторонम डे। ऐसको ङग।
0079|dummy|इस प्रिंसिपल को आप लोग याद रखेंगे न। आज मैं आपको बहुत सारी आपको यहाँ से वैलेज़ देने वाला हूँ बहुत सारी मैं आपको यहाँ पे लर्निंग देने वाला हुँ और मैं चाता हूँ कि आप सब लिकहें और लिक...
0080|dummy|जाओर धौप पर चैट्टुक्स के लिखने से भी इंपार्टन्त एक चीज था यह है था बहुत ते यह आप लोग आख्श्शण ले कर आप को ये बात समझाते ए यह लिकने से भी इंपार्टन्त एक चीज है क्या ले है, और आप लोग क्या ले? आपने मेरे साथ इंटराक्ष रहे हैं।
0081|dummy|अखे चलिये ग्रेट ग्रेट तो क्या आपने ये सब लिख लिए ये सारी क्वालिटी लिख लिख लिए वेल्दी माइन्सेट की जल्डि से थोड़ा सा आप लोगो पो इनवाल वोना पड़ेगा लिख लिए आपने।
0082|dummy|यस यस यस यस यस यस बहुत बढ़ी हैं मैं एक मिन्ट और रुकाँओं कुछ सेकिन्ट और रुकाँओं जल्डिस लिक लिख लिएजे आइ नूँ आप में से कुछ लोग होंगे वो बॉलेगे अरे हमारी तो उम्र जो है वो हो गई है।
0083|dummy|अपने 40 साल के और यह हम को लिख़वारा है एक क्लास में बिठाके मैं बोल रहा हूं नहीं लिख हो लिखने से आप लोगों के उपर जो है वो इंपाक्ट आयगा पॉसिटिव इंपाक्ट आयगा प्रशान्त कह रहा है मैं।
0084|dummy|देखो आलसी बुला तो अफेंड नहीं हुने गा है लिकलो चाहिर रूफ में लिकलो, स्क्रिबलिंग कर लो लेकिन लिकलो पीडियफ शेर कर देंगे आपके साथ लेकिन पर लिक तो लो।
0085|dummy|अगे चलिये अब चलते हैं ज़रा आगे वेल्दी माइन्सेट बनाने के बाद अब इस सेशन के कुछ ग्राउंड रूल्स जो मैं वो सेट कर लेते हैं नम्बर वं।
0086|dummy|सब लोग एक मुझे कसम देके जाएंगे कि हम बीच में सेशन नहीं चोड़ेंगे बीच में चोड़ेंगे नियम सेशन अब आ गई हो तो बैटना है।
0087|dummy|नम्मर वन रूल फिनिश वौट यू प्राज़ ख्या आप लोक साथमे जुड़ेंगे एंट तक?
0088|dummy|ये प्रोमेस मुझे आप से चाहिये।
0089|dummy|अखे।
0090|dummy|दूसरा प्रॉमिस मुझे और तो आपका चाईए यह वो प्रॉमिस आप पहले से ही निभारहे हैं इंटरैक्ट इंटरैक्ट इंटरैक्ट क्या ज़बरदस्त इंटरैक्शन हैं मैं तो बहुत बहुत ज़्यादा खुशूँ भाई।
0091|dummy|आप लोगों की इतनी ज़बरदस्त इंटरैक्शन देखके आप तालियाँ वाह मज़ा आ गया जिस थरेज़ा आप लोग चैट में जो रिस्पॉंट कर रहे हैं तीसरा मेक नोत्स।
0092|dummy|आलस।
0093|dummy|बहुत बूरी चिज़ है बहुत बूरी चिज़ है कुछ नोट्स ज़रूर बनाना और आपको होमवग भी देदूं।
0094|dummy|आप तो बिल्कुली टीचर जैसी बात कर रहूँ भाई मैं तो एजुकेटर ही हूं मैं कोई आपका इन्फ्लुएंसर नहीं हूं मैं होमवर्क तो ज़रूर दूंगा आपने इस सेशन की सारी लर्निज़ पर साझा कर रहे हैं हैं।
0095|dummy|और उसके बाद आपने मिलेगा बैस्ट लेरनिंग हमारी टीम सेलेक्ट करेगी और जितने भी आपने भी पैसे दे हूँ उसके जादा प्राइस आपको मेलेगा वन वन परस्ञ रहे हैं।
0096|dummy|1100 रूपीज आप लोगो को मिलने वाले हैं जो इस पूरे सेशन की सम्वरी बहुत अच्छे से लिख के हमारे पास तक पाचाएंगे लास्ट मुझे याद लाना के कैसे पाचाने हैं, मैं आपको बता दो।
0097|dummy|जल्दी बोलो।
0098|dummy|खम ओन वो जोश कहां गया तुमारा येस वाला इतनी दिरे दिरे येस आयेगी क्या?
0099|dummy|तोड़ा चप आ ये ये ये ये ये ये ये ये दिस्पॉन स्थाइए गया नूए. तो देखियेः, अगर आपलोग पूरे सशन की सम्वरी बणाते हैं और सम्वरी को मारे पास तक पॉछाते हैं, हम एक वेक्तिक दाते हैं.
0100|dummy|जिसे हम लोक 1100 रूपी चाज प्राइस देगे। तो आपकी जो वॉर्क्षॉप का पैसा है वो तो वैसे वसूल हो सकता है अगर तोड़े सी महनत कर ले आप लोक तो है ना चल्ये आईये तृर्ड रूल हमारा फोट गौट पराइस देगे।
0101|dummy|पूर्थ क्यॊइन यवहोगा लेगिन लास्ट में इसले सेशन में इसले सेशन में बिल्कुल सानति से बैठें मुझे सुने कुछ आपके डाउट सोनगे सेशन वाले जो मुझे लगी का रेलेमंट है अबिचाइज़िवादा पर अपने लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लिए लि।
0102|dummy|और बाकी जो आपके कौषणज होंगे वो हम लोग कब कबर करेंगे? वो हम लोग कबर करेंगे आपके सशन के बाद में. इस ताट जिले तो एवरीवान, कम आउन!
0103|dummy|तुम आखुरी बात जाओगा रहे हैं।
0104|dummy|एक लरनिंग माइन सेट रकहें।
0105|dummy|एक student वाला mindset रखें, learner वाला mindset रखें।
0106|dummy|किर्प्या करके।
0107|dummy|मुझे जज ना करें ये क्या बतायेगा ये क्या पढ़ायेगा ये तो ये भी लजाता है वो तो ये भी लजाता है और अगर आप इसले ही आये हैं ये देखने के लिए देखते भाई क्या बताता है अपने प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवाइप प्रवा�।
0108|dummy|बाते बताने वाला हुं कि मैंने कैसे जो है वो अपना मूचल फॉन्ट पॉर्ट्फॉल्यो बनाया और आप कैसे जो है उसको बना सकते हैं मैंने कैसे जो है अपनी रिस्ट को मानेज किया आप कैसे उसे मानेज कर सकते हैं।
0109|dummy|कैसे stock market में invest किया आप उसे कैसे कर सकते हैं तो जोभी मैंने सीखा वो मैं आपको सिखाने वाला हूं राइट तो please मुझे किसी चीस पे जजज ना करें मुझ से बहुत अच्छे लोग भी हैं मुझ से बहुत बौरे लोग।
0110|dummy|Come on come on one participant has said that sir the voice is getting less increase the voice a little bit My voice is fine tell me quickly the voice is fine come on everyone।
0111|dummy|यस अवाज बलकुल थीके जी अवाज बलकुल थीके आप सपीकर चेक करो भाई आओ चली तो फाइव ग्राउन्ड रूल्स हमारे हो चोके हैं हैं क्लियर अब मेरे बारे में थोड़ा सा सुन लिजे क्योकि आपने से काफी लोग शायद मुझे जानते हूं।
0112|dummy|काफी लुग ना जानते हो मेंने नाम है नीर ए जरूरा मैंने अपने चार्टेड अकौंटेनसी के C.A. फाइनल के जौ एजाम्स हैं वो क्लियर कीर थे 2011 में बड मैं प्राइरली एक बाद बताना चाता हूं के मैं अब ICI का एक प्राइरली एजाम्स हैं।
0113|dummy|अप आपको आइसेकि मेंबर्शिप लेनी होती हैं। और उसके अपने 2018 के बाद से मेंबर्शिप अपनी आक्टिव नहीं रकिए हैं। उसके आपको अस्छार आप इसने लिए तॉ उसके उजिताए।
0114|dummy|I started teaching in 2007, तब में class 12 वाले students को पढ़ाय करता था Started teaching CA students in 2011।
0115|dummy|अब दक।
0116|dummy|एकलाक सवालाक के आसपाज जो है वह हैं students को पढ़ा चुका हूं CA, ACCA, MBA, CMA, CS दिफरिड़िफरिड़िफरिड़िद फील्स हैं Right मैंने कुछ organizations बनाई हैं जैसे की।
0117|dummy|इकॉटिम इन्वेस्ट करना मैं बहुत लेट शुरू किया था ये मेरी एक बहुत बढ़ी गल्ती थी यही मैं आपको साथ आज शेर भी करने वाला हूं इकॉटिम मैं नहीं इन्वेस्ट किया था 2000।
0118|dummy|17 में में थोड़ा सा सिनस्यरोके इंवेस्त करना शुखे था। उससे पहले 2016, 2015 में वो जो होते ने बैंक वाले एक भहिया होते हैं वो आते हैं अरे, SIP शुरूए गर दीजे!
0119|dummy|तो हमने भी 2000 के एक SIP लगा दी थी. लेकिन जो में इंवेस्पर्न मेरी शुरू ही वो 2017 से और 2020 में मैं वसको पीक पे लेगा और 2020 पे और 2023 में मैं नहीं बाई रहा था.
0120|dummy|जितना में को लर्निंग आते थे मैं तो साही लर्निंग लगानी श्रूखरी और मैंने अपनी इंवेस्टमेंट को और जादा जोहे वो बढ़ा लिया।
0121|dummy|इन्मैने कौ एकूद स्टार्टप्स वे इंवेस्ट कि beginnings in 2018 मैं एकूद स्टार्टप्स वे इंवेस्ट करना शुरू कि। अबही मैं दोस तीन स्टार्टप्स खंडर इंवेस्ट करें वागा हूँ हुँ इंतिजार कर रहा हूं इकॉटी कॉरपस भी मैं पातियों।
0122|dummy|अप्रॉक्सिमिटली 16 करोर प्लस का आइ नो इस जमाने में ये जो फिन्फ्लूनसर्स का जमाना है राइट ये जो रील्स का जमाना है टिक टॉक का जमाना है।
0123|dummy|आप लोगों को स्क्रीन शॉर्ट्स देखके यकिन नहीं होता है कि भाई इतना पौर्ट्फॉल्यों बनाया है या नहीं बनाया है ये सिरब बोल रहे हैं कि नहीं कि और अगर भुहत सारे लोगों ने आपके साथ भौत सारा दोका किया हुआ है।
0124|dummy|एक च्� you always suffer frommoney।
0125|dummy|वो आपको प्रवादिज़ दिखादेते हैं। वो गलत थे। आइ नूँ। पट मैं वे आपके यह सारे शक दूर कर दूगा। विल्कुल एक दम चिल्ड आउट रही हैं। सारे शक दूर कर था मेरी रिस्पूंसिबाइटी है। इस से बहले कुछ दिसक्लेमएर्स और दिसक्लेमएर्स और दिसक्लेमएर्स और दिसक्लेमेर्स और दिसक्लेमेर्स और दिसक्लेमेर्स और दिसक्लेमेर्स और दिसक्लेमेर्स और दिसक्लेमेर्स और दिसक्लेमेर्स और दिसक्लेमेर्स और दिसक्लेमेर्स और दिसक्लेमेर्स।
0126|dummy|दोजर्स मैं भाई सबी के साथ रइश्टरद नहीं हूं ये मैं सिरफ अपने परस्णल रेसर्ज के साप से आपको खोंटेंट प्रवाइड कर रहा हूं इसे इंवेस्टमेंट अडवाइज ये रीकमेंडेशन बलकुल ना माने लिंग्डिन प्रूफाईल पे आप लिए परवाइड रहे हैं।
0127|dummy|जाके मेरे अपड़ेटेट क्रडेंशल स्चेक कर सकते हैं अगर करना चाते हैं और एक दिसक्लेमर जो मैं यहाँ नहीं लिखा है मैं वो भी आप लोग पर साथ शेर करना चाता हूं और वो दिसक्लेमर बता है क्या है? वो दिसक्लेमर यह है कि भाई मैं फाइ पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लि।
0128|dummy|वाला देखा अपने गैंग्स वासेपूर वाला और मुझे अपने साथ जोडिये मैं अलग हूं राइट तो मैं अपने अपको फिन्फॉलॉनसर नहीं मानता हूं आइम अन एजुकेटर और मैं तीचर हूं मैं पहले कुछ चीजे से लिए पर पराइज़ा रहे हैं।
0129|dummy|the punctual plan . TO TO एक बार के लिये सिर्व अपना एक मूचल फणड का छोटा सा पोट पर पर लिए पराजी पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर लिए पर ल।
0130|dummy|पॉर्टूफॉलियो पर दिखाना चाता हुं ताकि आप लोग जुड़ पाएं, कनेक्ट कर पाएं, आपको ऐसा नहीं लगे कि इनको ही नहीं पता क्या करना हैं, तो इह हमें कैसे सिखाएंगे। तो मैं आप से एक बार कले वो पॉर्टूफॉलियो शाइए जाओगा रहे हैं।
0131|dummy|Okay, I just want to show you मैं कोई भाई असा शो आफ नहीं करना चाता हैं अपना पॉर्ट्फॉलियो दिखाके But मैं ये चाता हूं, ये इंशॉर करना चाता हूं कि आपको पता हो कि मैं जो अपको बदाने वाला हूं भाई, मैंने वो खुद की।
0132|dummy|है और मैं चाता हूँ के आप भी करे चलिये मैं आपके साथ एक बाद जल्दी से वो अपना पॉर्ट्फॉलिज जो ये वो शेर कर देता हूं आपको आज और मेरे साथ तो ये है मेरा एक चोटा सा पोट्ट रहे हैं।
0133|dummy|राइट तोटल पॉर्ट्फोलियो एकृटी का मेरा 16 क्रोप्लस है जिसने से अब में जाद़ा तर पैसा जो है वो मूचल फणड के तरफ ले गया हूं आप लोगो को स्क्रींग पे विसिबल है तो मुझे बदा दिजिए एक बार।
0134|dummy|टीम एक बार बता दीजी, स्क्रीम पे विसीबल है, कम आँँ!
0135|dummy|यस यस यस यस यस विजिबल है अगे चलिया जी एक बार के लिए मैं आव्डियो सेटिंग स्टेक कर लूँ कहीं यह लोग बोल रहे हैं अवाज तोड़ी सी कम हैं दो बचुन दो लोगों ने बोला था अब तीक हो गई अवाज अब मैं नहीं तोड़ी सी इंक्रीज पर ले।
0136|dummy|चलिये आज़ेए तो अब मैं आपको इस पूर्टफोलियों में बदा देता हूँ कि आजकी डेट में आजकी डेट में तोरदा सा डाउन है बड़ मैं एक बाई इस पे आपको क्लिक कर कर के दिखा देता हूँ तो अपरॉक्समेटली आप लोग बेकेगेंगे।
0137|dummy|10,79,66,000 आपको यहाँ पे दिख रहे हैं जिसमें से इन्वेस्टेट वाल्यू है 8 करोर की और जो प्रॉफिट आपको दिख रहे हैं वो अप्रॉक्सिमिटली 2.5 CR के असपास आपको दिख रहे होंगे प्रॉफिट से आप।
0138|dummy|जिस विरा XIRR इं शॉर्ट जो मैं रिटन अं कर पा रहूं देखा था यह 17.57% यह रिटन कैसा है कैसा नहीं है इस पे चरचा कर लेंगे।
0139|dummy|इस पूर्फोलियो को दिखाने के सिर्व एक ही मेरा सिर्व और सिर्व एक ही मक्सद था कि भाई मैंने पहले कुद किया पहले मैंने कुद सीखा और फिर मैं आपको सिखा रहा हूं राइट।
0140|dummy|तो वो ये हैं।
0141|dummy|देखि!
0142|dummy|में।
0143|dummy|आपको स्टूक काकोनार्रे कवारते षिखा के मétaनी पैसे picture is planter इस्ता कर नाए नाए है AWS talk market।
0144|dummy|कया ईरिक्या कि घान्तंद Garlic � для कस्चे, का माहेता स loaded अच्छाए हो जारूमिन �א�म Hammond के आंथुनितो।
0145|dummy|अगर मैं आप से एक बात बोलूँ, आप लों मुझे बताईयेगा.
0146|dummy|आप अभी आप में से कही लोग बूलेंगे मेरा XIR तो 20% है, मेरा XIR तो 34% है, 100% है, 200% है, मेरे पासी मूचल फॉनडिया नहीं है।
0147|dummy|जिसमें देड़ सू परसंट है। बड़ मैं उसके उबर आपको बदाउगा कि यूँओ आपको गलत पिक्चर देता है। खैब, मेरी अभी आप से एक रेकॉस्त है कि मेरा 16 करोर का पॉर्ट्फोलियों से 12% ज़रा मुझे कल्कॉलेट कर कर बदाइए कितना होगा।
0148|dummy|Come on 12% कितना होगा। मुझे बस इतना जानना है आउपसे 16 करोर इंटू 12% everyone in the chat box 16 करोर इंटू 12% everyone।
0149|dummy|जल्डि से चैक मेरी नजर हैं।
0150|dummy|16 करोर इंटू 12% यवरिवं 1.92 CR।
0151|dummy|What I expect to earn from my portfolio every years।
0152|dummy|मैंने अपने पोट्फोल्यो पे सिर अब बारा परसंट का रिटन अजिदम किया है यह वो कहा है अच्छा इसको तो से आप लिए पूर्ट्पोल्यो के लिए बदाजी थे और यह यह तुक लिए इंक्रेजिंग जा रहे हैं।
0153|dummy|मैं अपको ये क्यों बतार हूं? See this is my passive income।
